,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Date,Summary,Meta_Score,User_Review
18259,Commander: Conquest of the Americas,PC,2010.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,2010-07-30,"Choosing from 7 different European factions, take charge of a European power aiming to conquer the New World. Found new colonies and manage their resources, production, military, and much more as they develop into a full blown empire. Choose to command ships in RTS fashion or take direct control as your fleet engages ships of an enemy nation or blood thirsty pirates at a highly detailed tactical level.",68.0,5.3
18260,Popeye: Rush for Spinach,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,2005-04-24,"It's a race toward the finish line as your favorite characters from Popeye, the animated series, do everything they can to reach the spinach. Now you can play as Popeye, Olive Oyl, Bluto, or Wimpy, as well as compete in either single- or multiplayer races. How soon you arrive at the finish line depends on how fast you can drive a car, grind rails on a skateboard, swing from a vine, fly with a jetpack, and more.",48.0,4.7
18261,Planet of the Apes,GBA,2001.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,2001-09-19,"Assume the role of Ulysses, a deep-space astronaut shipwrecked on a future planet populated with a breed of intelligent apes who rule the civilization. Ulysses must infiltrate the simian society and halt general Ursus's genocidal plans.",41.0,4.0
18262,Worms,PS3,2009.0,Strategy,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,2009-03-26,"[Playstation Network] Battle up to three other players offline or online on one of six landscape themes, utilizing a selection of classic Worms weaponry: from the famed Bazooka to the devastating Banana Bomb. With a fine selection of single player battles and plenty of ways to customize your annelid army, it's a package sky-high on entertainment! [Sony]",76.0,7.6
18266,Jack Keane,PC,2008.0,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,2008-04-15,"Colonial England. Under a certain amount of… duress… Jack takes on a job which will not only cause him a great deal of trouble, but also bring to light the answer to a mystery out of his distant past. A lack of money leads Jack to accept a charter to take a British secret agent to mysterious “Tooth Island”. When Jack’s ship shatters on the mysterious island’s cliffs on arrival and the secret agent quickly becomes a meal for a monster in the jungle, Jack is soon left to cope with the situation on his own. “Tooth Island” is ruled by the strange Doctor T, who is cultivating man-eating plants and has his own dastardly plans for the British Empire. And why does he seem to know Jack, who can’t remember ever having been on Tooth Island? What are Doctor T's plans? And what does he know about Jack’s past? And then there’s the young and naive Amanda, who is filled by an almost fanatical drive to prove her worth. In the beginning the young lady is employed by Doctor T, and part of her task is to track Jack down and take him prisoner. It doesn’t take long before she begins to wonder if she is really on the right side, or if she shouldn’t join her opponent, the charming Captain Jack, instead. A hair-raising hunt across the length and breadth of the dangerous island finally airs the mystery surrounding Jack’s past and leads to a spectacular showdown with a dark and deadly enemy and his nefarious henchmen. [10Tactle Studios]",69.0,6.6
18268,Metal Dungeon,XB,2002.0,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,2002-12-15,"In the futuristic world of Alansas, magic and technology are one. Plagued by war and famine, Alansas has become a post-apocalyptic playground. In the vast underground weapons complex of Force Valley, monstrous cyborg armies are created to wage war on the fields above. In a moment of folly, an experimental cyborg known as 'Magin', escapes and takes over the weapons laboratory and facility. Creating an army of enhanced weapon monsters, Magin entombs the Gods of magic, turning Force Valley into a Metal Dungeon. Now, a group of Cyborgs known as the Enforcers are enlisted to take back the facility, plunge into its depths and root out the evil that awaits. So gear up, level up, and get ready for a horror-filled, futuristic RPG adventure in the Metal Dungeon.",44.0,6.0
18269,Gekido Advance: Kintaro's Revenge,GBA,2002.0,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,2003-11-25,"A year has passed since the epic battle that decided the fate of mankind and claimed the life of the beloved Angela. Dark omens once again tell of the return of an evil presence. Ushi is the last remaining master of the ancient art of Shin-Ken, and he calls upon Tetsuo, his disciple and adopted son, to investigate some strange happenings in a faraway farming village outside the city.",70.0,7.0
18271,Race Driver 2006,PSP,2006.0,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,2006-06-06,"The title, a massively expanded edition of the European PSP system title ""TOCA Race Driver 2"" comes complete with real performance cars, real damage, real physics, and intense pack racing with up to 21 cars on-screen competing for position. Plus, with WLAN multiplayer gaming modes enabling up to 12 players to race simultaneously and an all-new WLAN game mode, competitive racing has never been so aggressive or closely fought. Providing PSP system petrol heads with the most diverse range of insanely fast racing events ever seen in one game, players will get to compete in GT Sports Car Racing, Street Racing, Rally, DTM, V8 Supercars, Global GT Lights, Rally Cross, Formula Ford, Open Wheel Grand Prix, Classic Car Racing, Super Truck racing, Stockcar Oval Racing, Ice-Racing, Convertible Racing, and Performance Car events. Over the European edition, Race Driver 2006 adds 10 all-new international tracks, such as Nashville Super Speedway and Shanghai, taking the total featured to a tarmac-melting 60+ circuits! More super-charged cars are also being featured, including the Buick Gran Sport 455, Pontiac Firebird Formula 400, Dodge Charger, Gemballa GTR 750 EVO, Koenig GT and Koenig GTD – giving players over 50 sensational machines to race. Designed especially for the PSP system gaming, a further race mode, the Trans-World Cup, delivers high-octane racing in short bursts making it perfect for gaming on the go. Through a variety of event-based challenges, including Time Trials and Skill Tests rather than a series of straight races, players must drive hard to become the World's No. 1 ranked racer. [Codemasters]",81.0,7.3
18272,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003.0,Action,THQ,0.02,0.01,0.0,0.0,0.03,2003-06-24,"Buffy the Vampire Slayer on the GBA has little in common with the popular TV series it's based on, and it's a bad game to boot.",44.0,8.8
18276,Stellaris,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,2016-05-09,"Featuring deep strategic gameplay, an enormous selection of alien races and emergent storytelling, Stellaris has a deeply challenging system that rewards interstellar exploration as you traverse, discover, interact and learn more about the multitude of species you will encounter during your travels. Etch your name across the cosmos by uncovering remote celestial outposts,and entire civilizations. Will you expand through war or walk the path of diplomacy to achieve your goals?",78.0,8.0
18277,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,2006-09-26,"Known as Shinki Gensou: SSII Unlimited Side in Japan, Spectral Souls immerses you in a great battle between good and evil. During this role-playing game, you can switch between characters from three opposing kingdoms.",47.0,8.0
18278,Syberia II,XB,2004.0,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,2004-03-30,"Embarking on a desperate search for Hans Voralberg, Kate Walker crosses Europe from West to East. She has left behind all her worldly possessions with the express purpose of joining the heir of the Voralberg family on his journey. Together, through mystical and enchanting lands, they will find their way to the mythical Syberia, land of the forgotten mammoths. Thus Syberia II begins...The train leaves Aralbad under a quiet snowfall. Kate, Hans and Oscar, the loyal, humorous automaton, are heading to Romansbourg, the first of the four worlds to be explored in Syberia II. The motley crew will clear the last bastions of Russian civilization followed by the Frozen North before arriving at Youkol Village, from where they will try to reach their final destination: Syberia. Along the way, they will have to overcome many obstacles and deal with shady characters to uncover clues vital to the continuation of their quest. Kate's timeless journey through Valadilene, Barrockstadt, Komkolzgrad and Aralbad has sparked an evolution in her character, from an ambitious lawyer to a curious and tenacious adventuress. Kate's role has undergone a remarkable change. From being the pursuant, she becomes Han's main acolyte, his support in attaining the forgotten realm of the mammoths. How will she react to this new situation? Can she live up to the choices she made? [Microids]",80.0,8.4
